sur_id,title,sic,keyword,naics
1250,Legal Counsel and Prosecution,9222,government prosecution prosecutors attorneys attorney general  crime prevention public defenders state local federal  prosecuting district  public administration,922130
1251,Legal Services,,lawyers commercial criminal aid insolvency labor industrial family taxation tax attorney attorneys,"541199, 333319, 423850"
1253,Legal Services: Global,,lawyers commercial criminal aid insolvency labor industrial family taxation tax attorney attorneys,"541199, 333319, 423851"
1254,Legislative Bodies,9121,legislation legislators legislatives congress assemblies local commissions boards federal state laws  national bills house of representatives senate  public administration,921120
1255,Leisure Activities,,free  time sports fitness hobbies hobby internet nightlife movies clubs museums basketball bowling skiing walking yoga fishing cycling arts card games painting musical instruments watching tv television concerts chat rooms video games gaming hobbies hobby,
1256,Leisure Activities of Empty Nesters,,free time 45 plus no childless childless household house media internet outside sports recreation fitness hobbies hobby,
442547,Digital Media Marketing in the Automotive Industry,,twitter social networks facebook cars autos blogs  ,
1258,Leisure Activities of Younter Adults Without Children,,hobby free time under 45 childless no children household family,
1259,Leisure Equipment and Products: Global,,computers videos gaming software toys games bicycles sports photographic photography cameras sporting leisure hobbies hobby,451120
1260,Leisure Facilities: Global,,golf fitness theme parks courses clubs ,451120
1261,Leisure Products: Global,,computers videos gaming software toys games bicycles sports leisure sporting equipment ,451120
1262,Lessors of Railroad Property,6517,real estate leasing rail cars locomotives leases rental renting boxcars gondolas intermodal railroads transportation,531190
1263,"Lessors of Real Property, Not Elsewhere Classified",6519,leasing renting leases land estate airports sports facilities timber lumber lodging natural resources excavation,531190
1264,Less-Than-Truckload Carriers,,frieght logistics ,
1265,Libraries,8231,archives library librarians  consumers business support public academic corporate special private,514120
441466,"Life Sciences, Tools and Services: Global",,medical devices clinical trials pharmaceuticals biotechnology laboratory equipment,
1267,Life Insurance,6311,underwriting carriers reinsurance agencies ,"524113, 524130"
441464,Life Insurance,,savings services pension policy retirement,
441465,Life Insurance: Global,,savings services pension policy retirement,
1270,Lifestyles of Baby Boomers,,adults aged 35 to 54 demographics lifestyles consumer behaviors spending expenditures,
1271,Lifestyles of Older Adults,,aged 55 older demographics spending patterns lifestyles consumer behaviors lifestyles,
1272,Light bulbs,,light bulbs lamps lighting tubes tungsten filament strips halogen compact fluorescent cfls ,
1273,Light Trucks,,transportation automotives light buses bus coachs lbcs  pickups pick-ups vans SUVs  vehicles motor sports utility commercial lcvs   sales,"336211, 423110, 336120"
1274,Light Trucks: Global,,transportation automotives light buses bus coachs lbc  pickups pick-ups vans SUVs  vehicles motor sports utility commercial lcvs   sales,"336211, 423110, 336120"
1275,"Lighting Equipment, Not Elsewhere Classified",3648,manufacturing lights fixtures nonelectric flashlights portable lamps searchlights ultraviolet lamp fixtures infrared ,335129
1276,Lime,3274,manufacturing quick hydrated concrete gypsum plaster  chemicals,327410
1277,Linen Supply,7213,rental rent commercial household laundered uniforms gowns coats doctors nurses barbers beauticians waitresses table linens bed towels toweling clothing apparel,812331
1278,"Linoleum, Asphalted-Felt-Base, and other Hard Surface Floor Coverings, Not Elsewhere Classified",3996,manufacturing  floors coverings flooring hard,326192
1280,Liquefied Petroleum Gas (Bottled Gas) Dealers,5984,energy bulk lp heating homes business rural areas crude oil butane  additives propane  gasoline lighters retail distribution distributors,454312
441486,Automobile Dealerships,,Motor Vehicle Dealers sales automobiles autos cars used snowmobiles go-karts dune buggies utility trailers and golf carts automotives,
441484,Art Dealers and Galleries,,historical sites travel hobbies leisure tourism ,
441485,Audio and Video Equipment Manufacturing,,manufacturing manufacturers electronic audio video equipment home automobiles televisions video recorders players receivers radios amplifiers phonographs cassettes tapes players compact discs  cds  microphones speakers public address systems consumer electronics,
1285,Liquor Stores,5921,packaged alcoholic beverages ales beers wines liquors off premises  retailers,445310
1286,Livestock,5154,animals ranching Farming livestock farms ranches animals wholesalers wholesales,
1287,"Livestock Services, Except Veterinary",751,animals slaughtering Ranching Farming livestock farms ranches ,
1288,Loan Brokers,6163,mortgage loans lending brokers mortgages agents farm personal business residential commercial retail finances financing financials,522310
1289,Local and Suburban Transit,4111,mass passenger transportation regular scheduled automobile bus rail airports rail terminal  commuter mixed mode transit systems bus motor vehicle urban ground passenger transportation,"485111, 485112, 485113, 485119, 485999"
1290,Local Bus Charter Service,4141,sightseeing tours airport shuttle service motor coach motorcoach transportation,485510
1291,"Local Passenger Transportation, Not Elsewhere Classified",4119,ambulances limousines aerials tramways cable cars sightseeing buses vanpools hearses  scenic sightseeing  school special needs ground passenger transportation,"621910, 485410, 487110, 485991, 485999, 45320"
1292,Local Trucking with Storage,4214,general freight household office goods moving specialized  logistics moving furniture,"484110, 484210, 484220"
1293,Local Trucking without Storage,4212,general freight household office goods moving furniture moving,"484110, 484210, 484220"
1294,Lodging and Gaming,,casinos  hotels resorts recreations riverboats travel gambling tourism,
1295,Lodging,,hospitality hotels motels,
1296,Logging,2411,timber wood chips cutting,113310
443131,Online Medical Supplies Sales,,once-only use short-term use longer-term use implants disabled aids anesthetic respitory dental devices drug delivery emergency medical equipment supplies electro-medical hospital imaging radiotherapy ophthalmic optical single use disposable surgical instruments,
443130,Online Vitamin & Supplement Sales,,healthcare non prescription otc over the counter supplements liquid tablet chewable single tonics children's combinations multi preparations personal care,
1300,Long Vacations: The Consumer,,travel leisure tourism hotels motels bed breakfasts cabins camping cruise ship domestic self-catering accommodations,
